longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.31,38.0,19.0,908.0,158.0,306.0,154.0,3.9792,145225.0,INLAND
-117.99,33.81,46.0,38.0,8.0,66.0,14.0,4.1667,190442.01,<1H OCEAN
-121.92,36.62,52.0,974.0,190.0,403.0,181.0,4.3281,255771.05,NEAR OCEAN
-121.62,39.79,11.0,3835.0,727.0,1456.0,658.0,2.5374,103825.0,INLAND
-118.17,34.01,30.0,1228.0,358.0,1603.0,323.0,3.0225,156764.0,<1H OCEAN
-122.91,39.06,21.0,1236.0,238.0,601.0,261.0,1.939,86156.0,INLAND
-121.5,38.55,49.0,4094.0,634.0,1363.0,659.0,5.2362,305115.05,INLAND
-118.0,33.86,32.0,1162.0,196.0,563.0,178.0,3.875,193063.0,<1H OCEAN
-118.24,33.98,30.0,861.0,250.0,1062.0,231.0,1.75,113916.01,<1H OCEAN
-118.01,33.95,36.0,1579.0,290.0,816.0,276.0,4.4318,212147.01,<1H OCEAN
-120.68,35.26,26.0,1704.0,315.0,918.0,310.0,3.2464,203660.0,NEAR OCEAN
-122.45,38.3,24.0,1946.0,400.0,718.0,380.0,3.5507,220688.0,NEAR BAY
-122.07,37.91,33.0,1550.0,277.0,638.0,254.0,3.6833,204917.0,NEAR BAY
-121.95,37.54,29.0,3517.0,645.0,1724.0,585.0,4.6641,240755.01,<1H OCEAN
-117.69,33.65,16.0,5805.0,852.0,2356.0,795.0,6.1062,262356.02,<1H OCEAN
-120.66,35.47,18.0,2474.0,449.0,1269.0,431.0,3.9063,222975.0,<1H OCEAN
-119.76,36.75,35.0,2347.0,526.0,1676.0,481.0,1.6548,59384.0,INLAND
-122.18,38.35,24.0,407.0,68.0,175.0,61.0,6.0266,216424.0,INLAND
-116.5,33.82,16.0,343.0,85.0,29.0,14.0,2.1042,95741.0,INLAND
-119.25,36.36,16.0,3245.0,469.0,1471.0,450.0,5.8673,209044.0,INLAND
-122.63,38.21,22.0,2933.0,461.0,1283.0,449.0,6.2034,315140.0,<1H OCEAN
-122.32,37.57,33.0,3384.0,819.0,2626.0,793.0,3.2285,276214.0,NEAR OCEAN
-124.15,40.88,33.0,2235.0,506.0,1165.0,441.0,1.725,81066.0,NEAR OCEAN
-117.29,33.97,4.0,18767.0,3032.0,8805.0,2723.0,4.6667,154336.0,INLAND
-122.3,37.92,32.0,3943.0,605.0,1524.0,614.0,6.0677,312728.02,NEAR BAY
-122.09,37.69,43.0,500.0,110.0,273.0,120.0,3.3125,185883.0,NEAR BAY
-121.04,37.67,16.0,19.0,19.0,166.0,9.0,0.536,137677.0,INLAND
-122.83,39.09,26.0,2191.0,495.0,679.0,371.0,1.4679,64385.0,INLAND
-122.47,37.73,52.0,2151.0,280.0,762.0,274.0,10.7309,490457.9,NEAR OCEAN
-119.63,36.35,4.0,1684.0,343.0,920.0,324.0,4.2396,127470.0,INLAND
-121.3,38.63,31.0,1817.0,372.0,992.0,339.0,3.0972,122772.0,INLAND
-122.19,40.07,21.0,1548.0,290.0,744.0,265.0,1.9773,77559.0,INLAND
-118.22,34.22,39.0,2686.0,417.0,1094.0,402.0,7.0059,474624.68,<1H OCEAN
-122.24,40.51,23.0,2216.0,378.0,1006.0,338.0,4.559,173196.0,INLAND
-120.88,38.45,25.0,1374.0,297.0,657.0,288.0,2.5476,114933.0,INLAND
-118.28,34.18,52.0,2602.0,418.0,1137.0,419.0,5.3185,320723.02,<1H OCEAN
-121.98,38.36,33.0,1083.0,217.0,562.0,203.0,2.433,126046.0,INLAND
-121.26,38.74,22.0,7173.0,1314.0,3526.0,1316.0,3.3941,126570.0,INLAND
-122.48,37.78,52.0,3047.0,641.0,1427.0,620.0,3.4883,409708.16,NEAR BAY
-121.45,38.53,34.0,1717.0,354.0,848.0,306.0,2.4741,106479.0,INLAND
-122.03,38.24,16.0,1104.0,164.0,495.0,156.0,5.4074,209910.0,INLAND
-120.2,39.33,26.0,1988.0,379.0,905.0,321.0,3.7841,115537.0,INLAND
-121.46,38.61,43.0,1111.0,269.0,613.0,290.0,1.2917,71451.0,INLAND
-118.15,34.19,38.0,1750.0,411.0,1398.0,409.0,2.3967,170801.0,<1H OCEAN
-117.33,34.12,38.0,1703.0,385.0,1356.0,363.0,2.0391,72557.0,INLAND
-118.48,34.23,29.0,3354.0,707.0,1752.0,650.0,4.5484,240264.0,<1H OCEAN
-121.94,37.32,46.0,2451.0,472.0,1163.0,448.0,4.8519,315845.03,<1H OCEAN
-120.84,37.47,11.0,2285.0,499.0,1468.0,471.0,2.7857,108461.0,INLAND
-117.87,34.09,31.0,1484.0,327.0,927.0,317.0,3.6484,189699.0,<1H OCEAN
-117.88,34.09,29.0,3416.0,790.0,2223.0,728.0,3.5109,200015.0,<1H OCEAN
-120.49,37.29,17.0,2414.0,594.0,2487.0,582.0,1.0955,75017.0,INLAND
-118.93,34.18,18.0,2730.0,415.0,1248.0,412.0,6.187,294448.02,<1H OCEAN
-118.08,33.86,29.0,1018.0,235.0,684.0,248.0,3.3333,180021.0,<1H OCEAN
-118.04,34.05,34.0,1058.0,230.0,1043.0,229.0,3.0536,163686.0,<1H OCEAN
-121.36,38.6,36.0,1275.0,227.0,530.0,245.0,3.875,138975.0,INLAND
-117.49,33.94,28.0,2787.0,490.0,1684.0,467.0,4.0256,128502.0,INLAND
-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,152975.0,INLAND
-118.04,33.82,26.0,4105.0,637.0,2072.0,648.0,5.844,274728.0,<1H OCEAN
-117.95,33.83,31.0,2421.0,389.0,1348.0,413.0,4.9394,216722.0,<1H OCEAN
-117.96,34.02,33.0,349.0,124.0,460.0,83.0,2.375,168386.0,<1H OCEAN
-117.37,33.95,32.0,2215.0,351.0,771.0,311.0,4.3542,131957.0,INLAND
-117.9,34.11,37.0,1286.0,255.0,1047.0,249.0,4.2019,188896.0,<1H OCEAN
-117.08,32.73,36.0,3331.0,643.0,1903.0,622.0,3.6974,128770.0,NEAR OCEAN
-120.9,35.69,14.0,5020.0,909.0,2105.0,796.0,3.8158,206547.0,<1H OCEAN
-117.68,33.57,2.0,10008.0,1453.0,3550.0,1139.0,10.1122,472003.15,<1H OCEAN
-122.48,37.76,48.0,2660.0,616.0,1491.0,602.0,3.9758,318303.05,NEAR BAY
-117.87,34.12,33.0,2059.0,361.0,1073.0,339.0,4.2454,218860.0,<1H OCEAN
-118.39,34.04,44.0,1873.0,286.0,635.0,283.0,5.5951,356288.04,<1H OCEAN
-117.02,34.89,29.0,3111.0,661.0,1530.0,608.0,2.8281,91467.0,INLAND
-117.21,32.74,52.0,1245.0,174.0,468.0,193.0,6.9322,397809.34,NEAR OCEAN
-121.35,38.01,15.0,2682.0,599.0,1520.0,601.0,3.5982,138162.0,INLAND
-117.23,33.79,17.0,3318.0,759.0,2016.0,673.0,2.2969,99189.0,INLAND
-121.61,39.52,24.0,1610.0,324.0,909.0,323.0,1.8661,77187.0,INLAND
-121.33,38.69,15.0,3137.0,509.0,1635.0,544.0,4.6923,148441.0,INLAND
-117.2,34.5,10.0,4201.0,850.0,2378.0,808.0,2.1781,91859.0,INLAND
-120.59,34.7,29.0,17738.0,3114.0,12427.0,2826.0,2.7377,181843.0,NEAR OCEAN
-118.34,34.18,45.0,3566.0,701.0,1601.0,653.0,3.8668,243092.0,<1H OCEAN
-120.47,34.94,17.0,1368.0,308.0,642.0,303.0,1.8633,162517.01,<1H OCEAN
-122.31,37.92,38.0,1250.0,236.0,631.0,279.0,3.724,196942.02,NEAR BAY
-118.46,34.04,25.0,2142.0,718.0,1390.0,699.0,3.0069,336655.06,<1H OCEAN
-120.22,39.2,22.0,8259.0,1409.0,845.0,353.0,3.3699,137411.0,INLAND
-118.18,33.85,44.0,1890.0,465.0,1378.0,430.0,3.8819,183149.0,<1H OCEAN
-117.06,32.58,17.0,2724.0,567.0,2213.0,554.0,3.8529,143333.0,NEAR OCEAN
-118.21,33.88,38.0,929.0,166.0,686.0,183.0,3.4485,167251.0,<1H OCEAN
-117.02,32.8,31.0,2692.0,445.0,1129.0,450.0,4.4583,203087.03,<1H OCEAN
-117.83,33.74,23.0,1818.0,522.0,958.0,485.0,2.6771,196122.01,<1H OCEAN
-122.18,37.76,50.0,1187.0,261.0,907.0,246.0,1.9479,116037.0,NEAR BAY
-117.94,33.94,30.0,1596.0,307.0,845.0,309.0,4.5096,203765.0,<1H OCEAN
-118.21,33.88,32.0,1507.0,379.0,1082.0,350.0,3.225,183652.0,<1H OCEAN
-121.34,37.98,8.0,2628.0,428.0,1158.0,393.0,5.3002,183056.0,INLAND
-121.14,37.46,4.0,2919.0,503.0,1592.0,491.0,5.2452,182008.0,INLAND
-121.55,39.45,18.0,2278.0,523.0,1185.0,475.0,1.3611,70900.0,INLAND
-121.89,37.32,41.0,977.0,265.0,865.0,253.0,3.2317,193363.0,<1H OCEAN
-120.83,35.33,14.0,4155.0,787.0,2112.0,755.0,4.4766,231415.0,NEAR OCEAN
-117.93,33.8,29.0,1672.0,267.0,891.0,281.0,4.8611,212737.0,<1H OCEAN
-118.41,34.17,27.0,3277.0,648.0,1382.0,615.0,3.875,274995.0,<1H OCEAN
-121.3,37.97,52.0,2980.0,537.0,1128.0,510.0,4.061,161843.0,INLAND
-118.36,34.09,36.0,1390.0,458.0,874.0,468.0,2.5812,325875.24,<1H OCEAN
-117.36,33.98,33.0,2070.0,469.0,1851.0,467.0,2.4667,89747.0,INLAND
-117.88,33.64,16.0,3615.0,570.0,1209.0,559.0,8.5574,403750.09,<1H OCEAN
-122.42,40.57,10.0,7949.0,1309.0,3176.0,1163.0,4.1099,174558.0,INLAND
-117.96,34.1,35.0,4036.0,904.0,3878.0,846.0,3.2957,165024.0,INLAND
-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,229633.0,<1H OCEAN
-118.28,33.93,43.0,269.0,74.0,295.0,79.0,2.2969,134031.0,<1H OCEAN
-119.93,38.72,15.0,2061.0,465.0,573.0,196.0,2.2417,121402.0,INLAND
-118.32,34.01,44.0,4032.0,913.0,1622.0,848.0,2.4934,207310.02,<1H OCEAN
-118.27,34.06,26.0,513.0,338.0,1204.0,321.0,1.4904,164971.02,<1H OCEAN
-122.45,37.78,52.0,2033.0,438.0,2198.0,418.0,3.6667,409711.16,NEAR BAY
-117.7,33.62,16.0,9653.0,2000.0,4732.0,1922.0,3.7361,210121.0,<1H OCEAN
-121.84,37.38,34.0,762.0,182.0,611.0,193.0,3.5625,183946.0,<1H OCEAN
-121.93,38.01,9.0,2294.0,389.0,1142.0,365.0,5.3363,231507.0,INLAND
-120.85,38.69,18.0,5928.0,1097.0,2697.0,1096.0,3.4872,129676.0,INLAND
-122.34,37.95,45.0,1128.0,240.0,702.0,270.0,3.6719,168567.0,NEAR BAY
-121.47,36.92,27.0,2049.0,417.0,1230.0,336.0,4.6477,202069.0,INLAND
-118.22,33.96,36.0,1542.0,458.0,1711.0,468.0,1.9028,110201.0,<1H OCEAN
-117.98,33.71,24.0,2308.0,464.0,1101.0,407.0,4.4766,230327.02,<1H OCEAN
-121.94,38.02,29.0,5765.0,1170.0,3266.0,1131.0,2.7907,126522.0,INLAND
-122.13,37.43,40.0,3454.0,648.0,1498.0,647.0,5.2114,369553.09,NEAR BAY
-116.9,34.52,20.0,3481.0,840.0,1694.0,587.0,1.4,77962.0,INLAND
-117.91,33.65,24.0,885.0,321.0,590.0,254.0,2.625,204685.0,<1H OCEAN
-117.05,32.74,34.0,2178.0,455.0,1193.0,446.0,3.1719,154903.0,NEAR OCEAN
-121.13,38.87,48.0,1127.0,,530.0,186.0,3.0917,129015.0,INLAND
-118.25,33.9,36.0,1135.0,231.0,614.0,227.0,2.5521,115961.0,<1H OCEAN
-122.49,37.74,48.0,1186.0,213.0,487.0,207.0,3.8333,283036.04,NEAR OCEAN
-122.03,37.98,45.0,2842.0,567.0,1261.0,535.0,3.6042,158860.0,NEAR BAY
-121.49,38.54,37.0,1655.0,393.0,841.0,355.0,1.6932,70603.0,INLAND
-118.27,33.91,42.0,1786.0,358.0,1318.0,373.0,2.625,121085.0,<1H OCEAN
-118.31,34.07,26.0,5062.0,2055.0,4533.0,1822.0,2.3105,265265.02,<1H OCEAN
-118.16,34.6,5.0,7294.0,1139.0,3123.0,930.0,4.9904,159196.0,INLAND
-122.28,37.85,52.0,2246.0,472.0,1005.0,449.0,2.4167,167457.01,NEAR BAY
-121.41,38.52,25.0,3087.0,720.0,2529.0,708.0,1.8689,80403.0,INLAND
-121.2,38.66,17.0,1605.0,217.0,732.0,241.0,5.47,206030.0,INLAND
-118.15,34.16,18.0,1711.0,383.0,1474.0,415.0,1.2891,148272.0,<1H OCEAN
-121.26,38.11,4.0,2058.0,366.0,933.0,316.0,4.2448,176188.0,INLAND
-121.06,38.51,6.0,6873.0,959.0,2354.0,931.0,6.8869,276216.04,INLAND
-122.68,38.01,41.0,1865.0,392.0,825.0,369.0,4.2011,285579.01,NEAR OCEAN
-122.46,38.29,35.0,1762.0,350.0,686.0,339.0,3.5982,226135.0,NEAR BAY
-118.3,33.74,28.0,1065.0,215.0,887.0,217.0,3.9375,231956.01,NEAR OCEAN
-121.33,38.6,25.0,4260.0,607.0,1635.0,640.0,6.2817,232030.0,INLAND
-118.29,33.94,38.0,2407.0,630.0,1774.0,562.0,1.5615,108850.0,<1H OCEAN
-121.0,37.26,45.0,1750.0,371.0,847.0,354.0,1.7062,72340.0,INLAND
-122.24,37.55,3.0,6164.0,1175.0,2198.0,975.0,6.7413,338538.09,NEAR BAY
-118.39,34.22,40.0,712.0,149.0,533.0,155.0,3.695,194327.0,<1H OCEAN
-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,4.2171,228359.0,<1H OCEAN
-117.24,32.75,33.0,1980.0,614.0,1057.0,567.0,2.2042,192386.02,NEAR OCEAN
-122.54,37.93,43.0,2998.0,470.0,970.0,430.0,5.5385,386125.18,NEAR BAY
-122.64,41.73,50.0,1525.0,308.0,661.0,285.0,2.2206,69946.0,INLAND
-117.28,32.75,34.0,981.0,313.0,508.0,304.0,2.2328,221716.0,NEAR OCEAN
-118.25,33.93,27.0,581.0,135.0,647.0,131.0,3.2917,143802.0,<1H OCEAN
-117.08,32.75,16.0,1111.0,328.0,930.0,303.0,1.2347,131972.0,NEAR OCEAN
-117.82,33.66,15.0,2460.0,447.0,1049.0,398.0,6.4967,289992.01,<1H OCEAN
-117.06,32.66,33.0,3425.0,511.0,1528.0,479.0,5.6889,251903.02,NEAR OCEAN
-118.35,33.74,25.0,8272.0,1132.0,3392.0,1132.0,10.0973,491565.73,NEAR OCEAN
-118.16,33.78,39.0,4075.0,1085.0,2470.0,1025.0,2.3317,176495.0,NEAR OCEAN
-122.41,37.71,40.0,2054.0,433.0,1738.0,429.0,4.9926,294108.02,NEAR BAY
-117.1,32.64,29.0,1578.0,460.0,1236.0,461.0,2.5658,130536.0,NEAR OCEAN
-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,209807.0,<1H OCEAN
-118.2,34.06,46.0,321.0,101.0,401.0,86.0,2.1029,169759.0,<1H OCEAN
-118.34,34.08,52.0,2756.0,542.0,971.0,510.0,5.5871,340842.08,<1H OCEAN
-119.27,34.44,22.0,3527.0,711.0,1483.0,640.0,2.7019,229674.0,<1H OCEAN
-117.11,33.12,46.0,52.0,13.0,59.0,13.0,3.875,176980.02,<1H OCEAN
-120.79,36.06,29.0,1916.0,386.0,1019.0,314.0,2.4881,189812.0,<1H OCEAN
-122.39,37.59,33.0,2064.0,299.0,813.0,303.0,6.0374,370359.13,NEAR OCEAN
-121.85,37.41,17.0,2156.0,435.0,1400.0,393.0,5.6096,240620.0,<1H OCEAN
-119.05,34.4,50.0,1236.0,282.0,1079.0,257.0,2.6991,203131.0,<1H OCEAN
-121.93,37.93,16.0,2169.0,262.0,877.0,245.0,6.6049,285551.0,INLAND
-121.89,38.01,30.0,4114.0,743.0,1994.0,722.0,4.2227,165267.0,INLAND
-122.27,37.52,35.0,1051.0,259.0,517.0,234.0,3.7,331522.06,NEAR OCEAN
-117.71,34.02,17.0,12689.0,2426.0,7343.0,2230.0,3.6361,148239.0,INLAND
-120.67,35.3,32.0,4202.0,986.0,2309.0,956.0,2.2165,196234.0,NEAR OCEAN
-117.95,33.67,25.0,1799.0,233.0,810.0,265.0,8.289,414371.34,<1H OCEAN
-119.16,34.28,30.0,413.0,98.0,400.0,112.0,4.0,283799.06,NEAR OCEAN
-120.24,38.01,11.0,1214.0,228.0,633.0,199.0,3.125,119763.0,INLAND
-118.01,33.9,26.0,2968.0,674.0,1655.0,628.0,4.6094,221162.02,<1H OCEAN
-117.44,33.9,23.0,4487.0,754.0,2609.0,778.0,4.2788,140975.0,INLAND
-118.49,34.26,27.0,2722.0,468.0,1164.0,419.0,4.6591,230228.01,<1H OCEAN
-118.12,33.88,40.0,2344.0,571.0,1305.0,544.0,3.1923,229315.01,<1H OCEAN
-117.66,34.13,17.0,3229.0,405.0,1289.0,407.0,6.3842,240625.01,INLAND
-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532,331409.05,INLAND
-118.02,33.73,26.0,3711.0,610.0,1902.0,597.0,5.5599,264195.0,<1H OCEAN
-116.2,33.7,26.0,2399.0,625.0,2654.0,535.0,2.2989,89496.0,INLAND
-117.99,33.67,15.0,3141.0,664.0,1729.0,633.0,4.2165,213787.0,<1H OCEAN
-117.26,34.13,37.0,2403.0,550.0,1234.0,493.0,2.0,76393.0,INLAND
-117.13,32.7,35.0,365.0,98.0,463.0,112.0,2.5588,128344.0,NEAR OCEAN
-123.85,41.32,31.0,938.0,238.0,425.0,157.0,1.0486,129035.01,<1H OCEAN
-117.8,33.67,5.0,2487.0,388.0,1147.0,397.0,8.284,382396.14,<1H OCEAN
-117.92,33.61,18.0,1538.0,425.0,425.0,288.0,5.3369,331848.07,<1H OCEAN
-122.01,36.99,28.0,1321.0,240.0,652.0,239.0,4.9808,293267.06,NEAR OCEAN
-118.07,34.01,38.0,2245.0,444.0,1540.0,419.0,3.7986,183606.0,<1H OCEAN
-117.65,34.1,44.0,2808.0,585.0,1444.0,550.0,2.7159,106423.0,INLAND
-119.87,36.81,6.0,1891.0,341.0,969.0,330.0,4.6726,120632.0,INLAND
-119.72,36.34,33.0,1287.0,214.0,580.0,210.0,3.2019,87599.0,INLAND
-121.57,39.16,33.0,2033.0,375.0,914.0,330.0,2.6964,106282.0,INLAND
-118.43,34.16,34.0,2459.0,489.0,1139.0,463.0,4.0347,331803.02,<1H OCEAN
-119.83,36.73,21.0,1702.0,358.0,1347.0,316.0,2.4137,79696.0,INLAND
-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,167137.01,NEAR OCEAN
-118.14,33.93,32.0,2065.0,438.0,1075.0,442.0,4.4279,232076.02,<1H OCEAN
-121.94,37.56,15.0,5674.0,748.0,2412.0,714.0,8.3996,415155.03,<1H OCEAN
-118.3,33.94,36.0,3504.0,862.0,2521.0,836.0,2.5679,177923.0,<1H OCEAN
-118.12,34.08,49.0,1782.0,374.0,1010.0,367.0,3.1583,204759.0,<1H OCEAN
-122.3,41.31,29.0,4059.0,787.0,1700.0,702.0,2.4526,89752.0,INLAND
-117.13,34.17,17.0,1181.0,271.0,248.0,114.0,5.5762,178061.01,INLAND
-119.19,34.25,12.0,232.0,37.0,79.0,35.0,4.1667,262873.03,NEAR OCEAN
-119.22,34.18,17.0,3332.0,762.0,1797.0,673.0,4.4292,245459.02,NEAR OCEAN
-121.54,39.48,29.0,2896.0,596.0,1809.0,617.0,1.8047,75983.0,INLAND
-121.88,37.28,33.0,2951.0,529.0,1288.0,521.0,4.1554,246683.0,<1H OCEAN
-122.45,37.79,46.0,2009.0,464.0,761.0,453.0,3.7188,342292.1,NEAR BAY
-119.08,35.34,16.0,1535.0,238.0,768.0,236.0,5.4449,157602.0,INLAND
-120.43,36.99,16.0,1027.0,199.0,673.0,193.0,2.9688,100903.0,INLAND
-122.4,40.57,23.0,1321.0,259.0,749.0,222.0,1.655,61170.0,INLAND
-116.95,32.84,31.0,1307.0,,752.0,231.0,3.4286,167986.0,<1H OCEAN
-117.9,34.13,37.0,1801.0,422.0,1564.0,425.0,3.1597,178791.0,<1H OCEAN
-118.06,33.9,37.0,1161.0,254.0,882.0,236.0,4.4167,193293.01,<1H OCEAN
-122.02,37.24,28.0,2796.0,365.0,1085.0,363.0,10.6834,491369.94,<1H OCEAN
-118.13,33.9,36.0,1477.0,305.0,788.0,291.0,3.625,180401.0,<1H OCEAN
-117.88,33.85,34.0,1127.0,185.0,588.0,181.0,4.375,192803.0,<1H OCEAN
-122.03,37.29,22.0,3118.0,438.0,1147.0,425.0,10.3653,492620.94,<1H OCEAN
-117.99,33.81,23.0,3284.0,795.0,3257.0,758.0,2.4526,168703.0,<1H OCEAN
-117.86,33.83,23.0,2377.0,403.0,1101.0,408.0,5.3439,247694.02,<1H OCEAN
-121.49,38.47,26.0,6121.0,1185.0,4224.0,1105.0,2.3496,103520.0,INLAND
-120.44,37.29,18.0,1260.0,268.0,576.0,263.0,1.7222,76211.0,INLAND
-118.1,34.17,44.0,4505.0,894.0,2296.0,899.0,3.4811,229270.0,INLAND
-118.45,34.01,37.0,1328.0,250.0,626.0,228.0,5.8666,379842.16,<1H OCEAN
-118.4,33.88,35.0,1060.0,191.0,444.0,196.0,8.0015,495389.95,<1H OCEAN
-118.01,34.07,22.0,6311.0,1572.0,6666.0,1456.0,2.9334,150688.0,INLAND
-117.67,34.12,15.0,3162.0,495.0,1145.0,473.0,5.3525,188468.0,INLAND
-119.69,36.73,30.0,2437.0,349.0,1005.0,380.0,7.2211,351059.18,INLAND
-119.12,35.85,37.0,736.0,166.0,564.0,138.0,2.4167,83390.0,INLAND
-121.39,38.69,38.0,300.0,47.0,154.0,51.0,4.0909,119150.99,INLAND
-118.22,33.96,32.0,2232.0,603.0,2361.0,608.0,2.5966,153052.0,<1H OCEAN
-121.93,37.28,10.0,3163.0,832.0,1537.0,797.0,4.1674,256257.0,<1H OCEAN
-119.72,36.72,15.0,1713.0,246.0,766.0,232.0,6.8162,229520.0,INLAND
-121.39,38.6,22.0,5773.0,1320.0,2607.0,1250.0,2.5238,116946.0,INLAND
-121.49,38.57,51.0,1492.0,385.0,736.0,365.0,1.7155,78084.0,INLAND
-117.37,33.97,40.0,1166.0,250.0,976.0,244.0,1.95,82507.0,INLAND
-118.43,33.82,34.0,2112.0,614.0,946.0,574.0,4.6048,385657.3,NEAR OCEAN
-118.25,33.89,34.0,1367.0,288.0,1183.0,286.0,2.6812,116060.0,<1H OCEAN
-122.23,37.77,52.0,769.0,206.0,612.0,183.0,2.57,193544.0,NEAR BAY
-120.33,38.0,14.0,1944.0,330.0,822.0,314.0,3.5,119848.0,INLAND
-122.38,40.57,43.0,2251.0,542.0,1479.0,512.0,1.5676,63302.0,INLAND
-119.26,34.28,41.0,2822.0,564.0,1288.0,541.0,3.0799,210155.0,NEAR OCEAN
-118.17,34.66,9.0,1561.0,253.0,731.0,233.0,5.7049,201228.0,INLAND
-121.63,38.03,17.0,2549.0,596.0,1169.0,500.0,3.6694,151922.0,INLAND
-121.84,37.33,28.0,1535.0,330.0,1937.0,317.0,4.1146,182808.0,<1H OCEAN
-116.79,32.84,12.0,4281.0,786.0,1891.0,721.0,3.5769,158845.0,<1H OCEAN
-122.23,37.79,30.0,610.0,145.0,425.0,140.0,1.6198,118164.01,NEAR BAY
-117.01,33.04,13.0,4595.0,567.0,1643.0,544.0,7.7684,379865.18,<1H OCEAN
-122.23,37.78,43.0,1420.0,472.0,1506.0,438.0,1.9338,118007.0,NEAR BAY
-121.52,39.51,30.0,3085.0,610.0,1688.0,575.0,2.334,82774.0,INLAND
-118.04,33.78,25.0,3715.0,575.0,1640.0,572.0,5.7705,271043.0,<1H OCEAN
-118.01,34.15,52.0,2234.0,472.0,986.0,439.0,3.9125,218591.0,INLAND
-118.42,34.27,33.0,1209.0,341.0,1097.0,283.0,1.6295,164504.0,<1H OCEAN
-118.47,34.26,35.0,1898.0,344.0,1123.0,347.0,5.5792,238963.0,<1H OCEAN
-118.22,34.06,34.0,1083.0,364.0,1132.0,338.0,2.2344,152630.0,<1H OCEAN
-118.07,33.83,17.0,4822.0,1168.0,3868.0,1117.0,2.5978,170303.0,<1H OCEAN
-122.21,38.11,31.0,2766.0,604.0,1441.0,552.0,3.1768,143590.0,NEAR BAY
-117.95,33.66,26.0,1787.0,227.0,639.0,224.0,6.8226,334111.09,<1H OCEAN
-117.9,34.06,35.0,1313.0,194.0,599.0,209.0,7.5,452109.51,<1H OCEAN
-118.25,33.89,36.0,406.0,71.0,268.0,77.0,3.9,164932.0,<1H OCEAN
-117.03,32.79,17.0,7352.0,1699.0,3331.0,1634.0,2.7006,142871.0,<1H OCEAN
-118.2,33.88,40.0,2945.0,725.0,2858.0,690.0,3.2368,178363.0,<1H OCEAN
-118.1,33.96,40.0,1743.0,328.0,981.0,291.0,3.6667,184848.01,<1H OCEAN
-122.4,37.78,32.0,352.0,132.0,313.0,105.0,2.5742,173867.01,NEAR BAY
-118.26,33.93,35.0,1562.0,403.0,1587.0,406.0,1.4917,102444.0,<1H OCEAN
-120.48,37.34,8.0,6146.0,1017.0,2821.0,987.0,4.67,139856.0,INLAND
-119.58,36.11,21.0,2004.0,385.0,1397.0,398.0,2.2169,63823.0,INLAND
-117.93,33.87,45.0,1006.0,230.0,1237.0,237.0,3.3472,164400.0,<1H OCEAN
-122.14,37.88,34.0,6986.0,1096.0,2865.0,1124.0,6.2275,333242.04,NEAR BAY
-117.05,32.58,23.0,1918.0,339.0,1392.0,340.0,4.087,158649.0,NEAR OCEAN
-116.98,33.77,12.0,5829.0,1309.0,2711.0,1118.0,1.9707,92088.0,INLAND
-118.37,34.09,38.0,1349.0,344.0,547.0,309.0,3.2159,307767.04,<1H OCEAN
-118.11,33.93,35.0,2670.0,493.0,1196.0,488.0,3.8427,209397.0,<1H OCEAN
-118.3,33.82,35.0,1499.0,340.0,1141.0,326.0,2.6136,171881.0,<1H OCEAN
-118.97,35.36,31.0,1418.0,306.0,1219.0,312.0,1.5743,50557.0,INLAND
-121.98,37.33,30.0,3742.0,633.0,1721.0,631.0,6.1388,322946.0,<1H OCEAN
-119.74,36.85,3.0,10425.0,2121.0,4432.0,1778.0,3.9032,137195.0,INLAND
-117.25,32.8,26.0,2442.0,659.0,1134.0,624.0,3.3274,304296.17,NEAR OCEAN
-118.57,34.18,36.0,2981.0,441.0,1243.0,413.0,6.5304,403751.22,<1H OCEAN
-117.74,33.97,4.0,9755.0,1748.0,4662.0,1583.0,5.6501,231399.02,<1H OCEAN
-118.24,33.98,37.0,1196.0,364.0,1622.0,327.0,2.125,121829.0,<1H OCEAN
-118.52,34.19,37.0,1560.0,275.0,763.0,284.0,3.8516,208146.0,<1H OCEAN
-119.04,34.24,20.0,7794.0,1192.0,4169.0,1188.0,5.9316,301565.07,<1H OCEAN
-118.08,33.8,29.0,3675.0,613.0,1457.0,591.0,6.0553,278037.01,<1H OCEAN
-119.02,35.34,38.0,1463.0,294.0,692.0,295.0,2.3125,73109.0,INLAND
-118.52,34.2,35.0,2891.0,594.0,1757.0,581.0,4.3571,212126.0,<1H OCEAN
-118.97,34.18,18.0,7338.0,1020.0,3419.0,1058.0,7.0242,341279.06,<1H OCEAN
-118.12,34.06,25.0,1526.0,388.0,1304.0,378.0,3.1892,192398.0,<1H OCEAN
-123.66,41.3,22.0,1580.0,372.0,686.0,264.0,1.8065,104733.0,<1H OCEAN
-122.27,38.04,47.0,1685.0,405.0,835.0,372.0,2.3103,123608.0,NEAR BAY
